id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jumlah_usaha,satuan,tahun,jenis_jasa
72,32,JAWA BARAT,3271,KOTA BOGOR,0,UNIT,2016,jasa informasi
72,32,JAWA BARAT,3271,KOTA BOGOR,0,UNIT,2016,jasa konsultan pariwisata
99,32,JAWA BARAT,3271,KOTA BOGOR,0,UNIT,2017,jasa informasi
99,32,JAWA BARAT,3271,KOTA BOGOR,0,UNIT,2017,jasa konsultan pariwisata
126,32,JAWA BARAT,3271,KOTA BOGOR,0,UNIT,2018,jasa informasi
126,32,JAWA BARAT,3271,KOTA BOGOR,0,UNIT,2018,jasa konsultan pariwisata
153,32,JAWA BARAT,3271,KOTA BOGOR,0,UNIT,2019,jasa informasi
153,32,JAWA BARAT,3271,KOTA BOGOR,0,UNIT,2019,jasa konsultan pariwisata
183,32,JAWA BARAT,3271,KOTA BOGOR,0,UNIT,2020,jasa informasi
180,32,JAWA BARAT,3271,KOTA BOGOR,0,UNIT,2020,jasa konsultan pariwisata
207,32,JAWA BARAT,3271,KOTA BOGOR,0,UNIT,2021,jasa informasi
19,32,JAWA BARAT,3272,KOTA SUKABUMI,0,UNIT,2014,jasa informasi
19,32,JAWA BARAT,3272,KOTA SUKABUMI,0,UNIT,2014,jasa konsultan pariwisata
46,32,JAWA BARAT,3272,KOTA SUKABUMI,0,UNIT,2015,jasa informasi
46,32,JAWA BARAT,3272,KOTA SUKABUMI,0,UNIT,2015,jasa konsultan pariwisata
73,32,JAWA BARAT,3272,KOTA SUKABUMI,0,UNIT,2016,jasa informasi
73,32,JAWA BARAT,3272,KOTA SUKABUMI,0,UNIT,2016,jasa konsultan pariwisata
100,32,JAWA BARAT,3272,KOTA SUKABUMI,0,UNIT,2017,jasa informasi
100,32,JAWA BARAT,3272,KOTA SUKABUMI,0,UNIT,2017,jasa konsultan pariwisata
127,32,JAWA BARAT,3272,KOTA SUKABUMI,0,UNIT,2018,jasa informasi
127,32,JAWA BARAT,3272,KOTA SUKABUMI,0,UNIT,2018,jasa konsultan pariwisata
154,32,JAWA BARAT,3272,KOTA SUKABUMI,0,UNIT,2019,jasa informasi
154,32,JAWA BARAT,3272,KOTA SUKABUMI,0,UNIT,2019,jasa konsultan pariwisata
187,32,JAWA BARAT,3272,KOTA SUKABUMI,0,UNIT,2020,jasa informasi
181,32,JAWA BARAT,3272,KOTA SUKABUMI,0,UNIT,2020,jasa konsultan pariwisata
208,32,JAWA BARAT,3272,KOTA SUKABUMI,0,UNIT,2021,jasa informasi
20,32,JAWA BARAT,3273,KOTA BANDUNG,0,UNIT,2014,jasa informasi
20,32,JAWA BARAT,3273,KOTA BANDUNG,1,UNIT,2014,jasa konsultan pariwisata
47,32,JAWA BARAT,3273,KOTA BANDUNG,0,UNIT,2015,jasa informasi
47,32,JAWA BARAT,3273,KOTA BANDUNG,1,UNIT,2015,jasa konsultan pariwisata
74,32,JAWA BARAT,3273,KOTA BANDUNG,0,UNIT,2016,jasa informasi
74,32,JAWA BARAT,3273,KOTA BANDUNG,1,UNIT,2016,jasa konsultan pariwisata
101,32,JAWA BARAT,3273,KOTA BANDUNG,0,UNIT,2017,jasa informasi
101,32,JAWA BARAT,3273,KOTA BANDUNG,1,UNIT,2017,jasa konsultan pariwisata
128,32,JAWA BARAT,3273,KOTA BANDUNG,0,UNIT,2018,jasa informasi
128,32,JAWA BARAT,3273,KOTA BANDUNG,0,UNIT,2018,jasa konsultan pariwisata
155,32,JAWA BARAT,3273,KOTA BANDUNG,0,UNIT,2019,jasa informasi
155,32,JAWA BARAT,3273,KOTA BANDUNG,0,UNIT,2019,jasa konsultan pariwisata
180,32,JAWA BARAT,3273,KOTA BANDUNG,0,UNIT,2020,jasa informasi
182,32,JAWA BARAT,3273,KOTA BANDUNG,1,UNIT,2020,jasa konsultan pariwisata
209,32,JAWA BARAT,3273,KOTA BANDUNG,0,UNIT,2021,jasa informasi
21,32,JAWA BARAT,3274,KOTA CIREBON,0,UNIT,2014,jasa informasi
21,32,JAWA BARAT,3274,KOTA CIREBON,0,UNIT,2014,jasa konsultan pariwisata
48,32,JAWA BARAT,3274,KOTA CIREBON,0,UNIT,2015,jasa informasi
48,32,JAWA BARAT,3274,KOTA CIREBON,0,UNIT,2015,jasa konsultan pariwisata
75,32,JAWA BARAT,3274,KOTA CIREBON,5,UNIT,2016,jasa informasi
75,32,JAWA BARAT,3274,KOTA CIREBON,1,UNIT,2016,jasa konsultan pariwisata
102,32,JAWA BARAT,3274,KOTA CIREBON,5,UNIT,2017,jasa informasi
102,32,JAWA BARAT,3274,KOTA CIREBON,1,UNIT,2017,jasa konsultan pariwisata
129,32,JAWA BARAT,3274,KOTA CIREBON,5,UNIT,2018,jasa informasi
129,32,JAWA BARAT,3274,KOTA CIREBON,1,UNIT,2018,jasa konsultan pariwisata
156,32,JAWA BARAT,3274,KOTA CIREBON,0,UNIT,2019,jasa informasi
156,32,JAWA BARAT,3274,KOTA CIREBON,1,UNIT,2019,jasa konsultan pariwisata
185,32,JAWA BARAT,3274,KOTA CIREBON,0,UNIT,2020,jasa informasi
183,32,JAWA BARAT,3274,KOTA CIREBON,1,UNIT,2020,jasa konsultan pariwisata
210,32,JAWA BARAT,3274,KOTA CIREBON,0,UNIT,2021,jasa informasi
22,32,JAWA BARAT,3275,KOTA BEKASI,0,UNIT,2014,jasa informasi
22,32,JAWA BARAT,3275,KOTA BEKASI,0,UNIT,2014,jasa konsultan pariwisata
49,32,JAWA BARAT,3275,KOTA BEKASI,0,UNIT,2015,jasa informasi
49,32,JAWA BARAT,3275,KOTA BEKASI,0,UNIT,2015,jasa konsultan pariwisata
76,32,JAWA BARAT,3275,KOTA BEKASI,0,UNIT,2016,jasa informasi
76,32,JAWA BARAT,3275,KOTA BEKASI,0,UNIT,2016,jasa konsultan pariwisata
103,32,JAWA BARAT,3275,KOTA BEKASI,0,UNIT,2017,jasa informasi
103,32,JAWA BARAT,3275,KOTA BEKASI,0,UNIT,2017,jasa konsultan pariwisata
130,32,JAWA BARAT,3275,KOTA BEKASI,0,UNIT,2018,jasa informasi
130,32,JAWA BARAT,3275,KOTA BEKASI,0,UNIT,2018,jasa konsultan pariwisata
157,32,JAWA BARAT,3275,KOTA BEKASI,0,UNIT,2019,jasa informasi
157,32,JAWA BARAT,3275,KOTA BEKASI,0,UNIT,2019,jasa konsultan pariwisata
182,32,JAWA BARAT,3275,KOTA BEKASI,0,UNIT,2020,jasa informasi
184,32,JAWA BARAT,3275,KOTA BEKASI,0,UNIT,2020,jasa konsultan pariwisata
211,32,JAWA BARAT,3275,KOTA BEKASI,0,UNIT,2021,jasa informasi
23,32,JAWA BARAT,3276,KOTA DEPOK,3,UNIT,2014,jasa informasi
23,32,JAWA BARAT,3276,KOTA DEPOK,0,UNIT,2014,jasa konsultan pariwisata
50,32,JAWA BARAT,3276,KOTA DEPOK,3,UNIT,2015,jasa informasi
50,32,JAWA BARAT,3276,KOTA DEPOK,0,UNIT,2015,jasa konsultan pariwisata
77,32,JAWA BARAT,3276,KOTA DEPOK,3,UNIT,2016,jasa informasi
77,32,JAWA BARAT,3276,KOTA DEPOK,0,UNIT,2016,jasa konsultan pariwisata
104,32,JAWA BARAT,3276,KOTA DEPOK,3,UNIT,2017,jasa informasi
104,32,JAWA BARAT,3276,KOTA DEPOK,0,UNIT,2017,jasa konsultan pariwisata
131,32,JAWA BARAT,3276,KOTA DEPOK,0,UNIT,2018,jasa informasi
131,32,JAWA BARAT,3276,KOTA DEPOK,0,UNIT,2018,jasa konsultan pariwisata
158,32,JAWA BARAT,3276,KOTA DEPOK,0,UNIT,2019,jasa informasi
158,32,JAWA BARAT,3276,KOTA DEPOK,0,UNIT,2019,jasa konsultan pariwisata
186,32,JAWA BARAT,3276,KOTA DEPOK,0,UNIT,2020,jasa informasi
185,32,JAWA BARAT,3276,KOTA DEPOK,0,UNIT,2020,jasa konsultan pariwisata
212,32,JAWA BARAT,3276,KOTA DEPOK,0,UNIT,2021,jasa informasi
24,32,JAWA BARAT,3277,KOTA CIMAHI,0,UNIT,2014,jasa informasi
24,32,JAWA BARAT,3277,KOTA CIMAHI,0,UNIT,2014,jasa konsultan pariwisata
51,32,JAWA BARAT,3277,KOTA CIMAHI,0,UNIT,2015,jasa informasi
51,32,JAWA BARAT,3277,KOTA CIMAHI,0,UNIT,2015,jasa konsultan pariwisata
78,32,JAWA BARAT,3277,KOTA CIMAHI,5,UNIT,2016,jasa informasi
78,32,JAWA BARAT,3277,KOTA CIMAHI,0,UNIT,2016,jasa konsultan pariwisata
105,32,JAWA BARAT,3277,KOTA CIMAHI,5,UNIT,2017,jasa informasi
105,32,JAWA BARAT,3277,KOTA CIMAHI,0,UNIT,2017,jasa konsultan pariwisata
132,32,JAWA BARAT,3277,KOTA CIMAHI,0,UNIT,2018,jasa informasi
132,32,JAWA BARAT,3277,KOTA CIMAHI,0,UNIT,2018,jasa konsultan pariwisata
159,32,JAWA BARAT,3277,KOTA CIMAHI,0,UNIT,2019,jasa informasi
159,32,JAWA BARAT,3277,KOTA CIMAHI,0,UNIT,2019,jasa konsultan pariwisata
184,32,JAWA BARAT,3277,KOTA CIMAHI,0,UNIT,2020,jasa informasi
186,32,JAWA BARAT,3277,KOTA CIMAHI,0,UNIT,2020,jasa konsultan pariwisata
213,32,JAWA BARAT,3277,KOTA CIMAHI,0,UNIT,2021,jasa informasi
25,32,JAWA BARAT,3278,KOTA TASIKMALAYA,0,UNIT,2014,jasa informasi
25,32,JAWA BARAT,3278,KOTA TASIKMALAYA,0,UNIT,2014,jasa konsultan pariwisata
52,32,JAWA BARAT,3278,KOTA TASIKMALAYA,0,UNIT,2015,jasa informasi
52,32,JAWA BARAT,3278,KOTA TASIKMALAYA,0,UNIT,2015,jasa konsultan pariwisata
79,32,JAWA BARAT,3278,KOTA TASIKMALAYA,0,UNIT,2016,jasa informasi
79,32,JAWA BARAT,3278,KOTA TASIKMALAYA,0,UNIT,2016,jasa konsultan pariwisata
106,32,JAWA BARAT,3278,KOTA TASIKMALAYA,0,UNIT,2017,jasa informasi
106,32,JAWA BARAT,3278,KOTA TASIKMALAYA,0,UNIT,2017,jasa konsultan pariwisata
133,32,JAWA BARAT,3278,KOTA TASIKMALAYA,0,UNIT,2018,jasa informasi
133,32,JAWA BARAT,3278,KOTA TASIKMALAYA,0,UNIT,2018,jasa konsultan pariwisata
160,32,JAWA BARAT,3278,KOTA TASIKMALAYA,0,UNIT,2019,jasa informasi
160,32,JAWA BARAT,3278,KOTA TASIKMALAYA,0,UNIT,2019,jasa konsultan pariwisata
188,32,JAWA BARAT,3278,KOTA TASIKMALAYA,0,UNIT,2020,jasa informasi
187,32,JAWA BARAT,3278,KOTA TASIKMALAYA,0,UNIT,2020,jasa konsultan pariwisata
214,32,JAWA BARAT,3278,KOTA TASIKMALAYA,0,UNIT,2021,jasa informasi
26,32,JAWA BARAT,3279,KOTA BANJAR,0,UNIT,2014,jasa informasi
26,32,JAWA BARAT,3279,KOTA BANJAR,0,UNIT,2014,jasa konsultan pariwisata
53,32,JAWA BARAT,3279,KOTA BANJAR,0,UNIT,2015,jasa informasi
53,32,JAWA BARAT,3279,KOTA BANJAR,0,UNIT,2015,jasa konsultan pariwisata
80,32,JAWA BARAT,3279,KOTA BANJAR,0,UNIT,2016,jasa informasi
80,32,JAWA BARAT,3279,KOTA BANJAR,0,UNIT,2016,jasa konsultan pariwisata
107,32,JAWA BARAT,3279,KOTA BANJAR,0,UNIT,2017,jasa informasi
107,32,JAWA BARAT,3279,KOTA BANJAR,0,UNIT,2017,jasa konsultan pariwisata
134,32,JAWA BARAT,3279,KOTA BANJAR,0,UNIT,2018,jasa informasi
134,32,JAWA BARAT,3279,KOTA BANJAR,0,UNIT,2018,jasa konsultan pariwisata
161,32,JAWA BARAT,3279,KOTA BANJAR,0,UNIT,2019,jasa informasi
161,32,JAWA BARAT,3279,KOTA BANJAR,0,UNIT,2019,jasa konsultan pariwisata
181,32,JAWA BARAT,3279,KOTA BANJAR,0,UNIT,2020,jasa informasi
188,32,JAWA BARAT,3279,KOTA BANJAR,0,UNIT,2020,jasa konsultan pariwisata
215,32,JAWA BARAT,3279,KOTA BANJAR,0,UNIT,2021,jasa informasi
