kode_kabupaten_kota,nama_kabupaten_kota,jumlah,jenis_sarana,tahun
3206,KABUPATEN TASIKMALAYA,0,Wisata Tirta,2021
3207,KABUPATEN CIAMIS,0,Bar,2014
3207,KABUPATEN CIAMIS,0,PUB,2014
3207,KABUPATEN CIAMIS,6,Museum,2014
3207,KABUPATEN CIAMIS,0,Bioskop,2014
3207,KABUPATEN CIAMIS,0,Billiard,2014
3207,KABUPATEN CIAMIS,0,DISKOTIK,2014
3207,KABUPATEN CIAMIS,0,NIGHT CLUB,2014
3207,KABUPATEN CIAMIS,0,KARAOKE/BAR,2014
3207,KABUPATEN CIAMIS,0,PANTI PIJAT,2014
3207,KABUPATEN CIAMIS,0,Wisata Tirta,2014
3207,KABUPATEN CIAMIS,0,Bar,2015
3207,KABUPATEN CIAMIS,0,PUB,2015
3207,KABUPATEN CIAMIS,2,Museum,2015
3207,KABUPATEN CIAMIS,0,Bioskop,2015
3207,KABUPATEN CIAMIS,0,Billiard,2015
3207,KABUPATEN CIAMIS,0,DISKOTIK,2015
3207,KABUPATEN CIAMIS,0,NIGHT CLUB,2015
3207,KABUPATEN CIAMIS,0,KARAOKE/BAR,2015
3207,KABUPATEN CIAMIS,0,PANTI PIJAT,2015
3207,KABUPATEN CIAMIS,2,Wisata Tirta,2015
3207,KABUPATEN CIAMIS,0,Bar,2016
3207,KABUPATEN CIAMIS,0,PUB,2016
3207,KABUPATEN CIAMIS,8,Museum,2016
3207,KABUPATEN CIAMIS,0,Bioskop,2016
3207,KABUPATEN CIAMIS,0,Billiard,2016
3207,KABUPATEN CIAMIS,0,DISKOTIK,2016
3207,KABUPATEN CIAMIS,0,NIGHT CLUB,2016
3207,KABUPATEN CIAMIS,3,KARAOKE/BAR,2016
3207,KABUPATEN CIAMIS,0,PANTI PIJAT,2016
3207,KABUPATEN CIAMIS,3,Wisata Tirta,2016
3207,KABUPATEN CIAMIS,0,Bar,2017
3207,KABUPATEN CIAMIS,0,PUB,2017
3207,KABUPATEN CIAMIS,8,Museum,2017
3207,KABUPATEN CIAMIS,0,Bioskop,2017
3207,KABUPATEN CIAMIS,0,Billiard,2017
3207,KABUPATEN CIAMIS,0,DISKOTIK,2017
3207,KABUPATEN CIAMIS,0,NIGHT CLUB,2017
3207,KABUPATEN CIAMIS,3,KARAOKE/BAR,2017
3207,KABUPATEN CIAMIS,0,PANTI PIJAT,2017
3207,KABUPATEN CIAMIS,3,Wisata Tirta,2017
3207,KABUPATEN CIAMIS,0,Bar,2018
3207,KABUPATEN CIAMIS,0,PUB,2018
3207,KABUPATEN CIAMIS,11,Museum,2018
3207,KABUPATEN CIAMIS,1,Bioskop,2018
3207,KABUPATEN CIAMIS,0,Billiard,2018
3207,KABUPATEN CIAMIS,0,DISKOTIK,2018
3207,KABUPATEN CIAMIS,0,NIGHT CLUB,2018
3207,KABUPATEN CIAMIS,3,KARAOKE/BAR,2018
3207,KABUPATEN CIAMIS,0,PANTI PIJAT,2018
3207,KABUPATEN CIAMIS,4,Wisata Tirta,2018
3207,KABUPATEN CIAMIS,0,Bar,2019
3207,KABUPATEN CIAMIS,0,PUB,2019
3207,KABUPATEN CIAMIS,11,Museum,2019
3207,KABUPATEN CIAMIS,1,Bioskop,2019
3207,KABUPATEN CIAMIS,0,Billiard,2019
3207,KABUPATEN CIAMIS,0,DISKOTIK,2019
3207,KABUPATEN CIAMIS,0,NIGHT CLUB,2019
3207,KABUPATEN CIAMIS,3,KARAOKE/BAR,2019
3207,KABUPATEN CIAMIS,0,PANTI PIJAT,2019
3207,KABUPATEN CIAMIS,5,Wisata Tirta,2019
3207,KABUPATEN CIAMIS,0,Bar,2020
3207,KABUPATEN CIAMIS,0,PUB,2020
3207,KABUPATEN CIAMIS,11,Museum,2020
3207,KABUPATEN CIAMIS,1,Bioskop,2020
3207,KABUPATEN CIAMIS,0,Billiard,2020
3207,KABUPATEN CIAMIS,0,DISKOTIK,2020
3207,KABUPATEN CIAMIS,0,NIGHT CLUB,2020
3207,KABUPATEN CIAMIS,2,KARAOKE/BAR,2020
3207,KABUPATEN CIAMIS,0,PANTI PIJAT,2020
3207,KABUPATEN CIAMIS,19,Wisata Tirta,2020
3207,KABUPATEN CIAMIS,0,Bar,2021
3207,KABUPATEN CIAMIS,0,PUB,2021
3207,KABUPATEN CIAMIS,1,Bioskop,2021
3207,KABUPATEN CIAMIS,0,Billiard,2021
3207,KABUPATEN CIAMIS,0,DISKOTIK,2021
3207,KABUPATEN CIAMIS,0,NIGHT CLUB,2021
3207,KABUPATEN CIAMIS,2,KARAOKE/BAR,2021
3207,KABUPATEN CIAMIS,0,PANTI PIJAT,2021
3207,KABUPATEN CIAMIS,1,Wisata Tirta,2021
3208,KABUPATEN KUNINGAN,0,Bar,2014
3208,KABUPATEN KUNINGAN,0,PUB,2014
3208,KABUPATEN KUNINGAN,2,Museum,2014
3208,KABUPATEN KUNINGAN,0,Bioskop,2014
3208,KABUPATEN KUNINGAN,1,Billiard,2014
3208,KABUPATEN KUNINGAN,0,DISKOTIK,2014
3208,KABUPATEN KUNINGAN,0,NIGHT CLUB,2014
3208,KABUPATEN KUNINGAN,0,KARAOKE/BAR,2014
3208,KABUPATEN KUNINGAN,0,PANTI PIJAT,2014
3208,KABUPATEN KUNINGAN,0,Wisata Tirta,2014
3208,KABUPATEN KUNINGAN,0,Bar,2015
3208,KABUPATEN KUNINGAN,0,PUB,2015
3208,KABUPATEN KUNINGAN,26,Museum,2015
3208,KABUPATEN KUNINGAN,0,Bioskop,2015
3208,KABUPATEN KUNINGAN,1,Billiard,2015
3208,KABUPATEN KUNINGAN,0,DISKOTIK,2015
3208,KABUPATEN KUNINGAN,0,NIGHT CLUB,2015
3208,KABUPATEN KUNINGAN,0,KARAOKE/BAR,2015
3208,KABUPATEN KUNINGAN,0,PANTI PIJAT,2015
3208,KABUPATEN KUNINGAN,0,Wisata Tirta,2015
3208,KABUPATEN KUNINGAN,0,Bar,2016
3208,KABUPATEN KUNINGAN,0,PUB,2016
3208,KABUPATEN KUNINGAN,2,Museum,2016
3208,KABUPATEN KUNINGAN,0,Bioskop,2016
3208,KABUPATEN KUNINGAN,1,Billiard,2016
3208,KABUPATEN KUNINGAN,0,DISKOTIK,2016
3208,KABUPATEN KUNINGAN,0,NIGHT CLUB,2016
3208,KABUPATEN KUNINGAN,0,KARAOKE/BAR,2016
3208,KABUPATEN KUNINGAN,0,PANTI PIJAT,2016
3208,KABUPATEN KUNINGAN,0,Wisata Tirta,2016
3208,KABUPATEN KUNINGAN,0,Bar,2017
3208,KABUPATEN KUNINGAN,0,PUB,2017
3208,KABUPATEN KUNINGAN,2,Museum,2017
3208,KABUPATEN KUNINGAN,0,Bioskop,2017
3208,KABUPATEN KUNINGAN,1,Billiard,2017
3208,KABUPATEN KUNINGAN,0,DISKOTIK,2017
3208,KABUPATEN KUNINGAN,0,NIGHT CLUB,2017
3208,KABUPATEN KUNINGAN,0,KARAOKE/BAR,2017
3208,KABUPATEN KUNINGAN,0,PANTI PIJAT,2017
3208,KABUPATEN KUNINGAN,0,Wisata Tirta,2017
3208,KABUPATEN KUNINGAN,0,Bar,2018
3208,KABUPATEN KUNINGAN,0,PUB,2018
3208,KABUPATEN KUNINGAN,0,Museum,2018
3208,KABUPATEN KUNINGAN,0,Bioskop,2018
3208,KABUPATEN KUNINGAN,23,Billiard,2018
3208,KABUPATEN KUNINGAN,0,DISKOTIK,2018
3208,KABUPATEN KUNINGAN,0,NIGHT CLUB,2018
3208,KABUPATEN KUNINGAN,12,KARAOKE/BAR,2018
3208,KABUPATEN KUNINGAN,0,PANTI PIJAT,2018
3208,KABUPATEN KUNINGAN,0,Wisata Tirta,2018
3208,KABUPATEN KUNINGAN,0,Bar,2019
3208,KABUPATEN KUNINGAN,0,PUB,2019
3208,KABUPATEN KUNINGAN,3,Museum,2019
3208,KABUPATEN KUNINGAN,0,Bioskop,2019
3208,KABUPATEN KUNINGAN,1,Billiard,2019
3208,KABUPATEN KUNINGAN,0,DISKOTIK,2019
3208,KABUPATEN KUNINGAN,0,NIGHT CLUB,2019
3208,KABUPATEN KUNINGAN,12,KARAOKE/BAR,2019
3208,KABUPATEN KUNINGAN,0,PANTI PIJAT,2019
3208,KABUPATEN KUNINGAN,0,Wisata Tirta,2019
3208,KABUPATEN KUNINGAN,0,Bar,2020
3208,KABUPATEN KUNINGAN,0,PUB,2020
3208,KABUPATEN KUNINGAN,3,Museum,2020
3208,KABUPATEN KUNINGAN,0,Bioskop,2020
3208,KABUPATEN KUNINGAN,2,Billiard,2020
3208,KABUPATEN KUNINGAN,0,DISKOTIK,2020
3208,KABUPATEN KUNINGAN,0,NIGHT CLUB,2020
3208,KABUPATEN KUNINGAN,12,KARAOKE/BAR,2020
3208,KABUPATEN KUNINGAN,0,PANTI PIJAT,2020
3208,KABUPATEN KUNINGAN,1,Wisata Tirta,2020
3208,KABUPATEN KUNINGAN,0,Bar,2021
3208,KABUPATEN KUNINGAN,0,PUB,2021
3208,KABUPATEN KUNINGAN,0,Bioskop,2021
3208,KABUPATEN KUNINGAN,2,Billiard,2021
3208,KABUPATEN KUNINGAN,0,DISKOTIK,2021
3208,KABUPATEN KUNINGAN,0,NIGHT CLUB,2021
3208,KABUPATEN KUNINGAN,12,KARAOKE/BAR,2021
3208,KABUPATEN KUNINGAN,0,PANTI PIJAT,2021
3208,KABUPATEN KUNINGAN,40,Wisata Tirta,2021
3209,KABUPATEN CIREBON,0,Bar,2014
3209,KABUPATEN CIREBON,1,PUB,2014
3209,KABUPATEN CIREBON,0,Museum,2014
3209,KABUPATEN CIREBON,0,Bioskop,2014
3209,KABUPATEN CIREBON,0,Billiard,2014
3209,KABUPATEN CIREBON,0,DISKOTIK,2014
3209,KABUPATEN CIREBON,0,NIGHT CLUB,2014
3209,KABUPATEN CIREBON,1,KARAOKE/BAR,2014
3209,KABUPATEN CIREBON,0,PANTI PIJAT,2014
3209,KABUPATEN CIREBON,0,Wisata Tirta,2014
3209,KABUPATEN CIREBON,0,Bar,2015
3209,KABUPATEN CIREBON,1,PUB,2015
3209,KABUPATEN CIREBON,6,Museum,2015
3209,KABUPATEN CIREBON,0,Bioskop,2015
3209,KABUPATEN CIREBON,0,Billiard,2015
3209,KABUPATEN CIREBON,0,DISKOTIK,2015
3209,KABUPATEN CIREBON,0,NIGHT CLUB,2015
3209,KABUPATEN CIREBON,1,KARAOKE/BAR,2015
3209,KABUPATEN CIREBON,0,PANTI PIJAT,2015
3209,KABUPATEN CIREBON,0,Wisata Tirta,2015
3209,KABUPATEN CIREBON,0,Bar,2016
3209,KABUPATEN CIREBON,1,PUB,2016
3209,KABUPATEN CIREBON,0,Museum,2016
3209,KABUPATEN CIREBON,0,Bioskop,2016
3209,KABUPATEN CIREBON,0,Billiard,2016
3209,KABUPATEN CIREBON,0,DISKOTIK,2016
3209,KABUPATEN CIREBON,0,NIGHT CLUB,2016
3209,KABUPATEN CIREBON,1,KARAOKE/BAR,2016
3209,KABUPATEN CIREBON,0,PANTI PIJAT,2016
3209,KABUPATEN CIREBON,0,Wisata Tirta,2016
3209,KABUPATEN CIREBON,0,Bar,2017
3209,KABUPATEN CIREBON,1,PUB,2017
3209,KABUPATEN CIREBON,0,Museum,2017
3209,KABUPATEN CIREBON,0,Bioskop,2017
3209,KABUPATEN CIREBON,0,Billiard,2017
3209,KABUPATEN CIREBON,0,DISKOTIK,2017
3209,KABUPATEN CIREBON,0,NIGHT CLUB,2017
3209,KABUPATEN CIREBON,1,KARAOKE/BAR,2017
3209,KABUPATEN CIREBON,0,PANTI PIJAT,2017
3209,KABUPATEN CIREBON,0,Wisata Tirta,2017
3209,KABUPATEN CIREBON,1,Bar,2018
3209,KABUPATEN CIREBON,1,PUB,2018
3209,KABUPATEN CIREBON,0,Museum,2018
3209,KABUPATEN CIREBON,0,Bioskop,2018
3209,KABUPATEN CIREBON,0,Billiard,2018
3209,KABUPATEN CIREBON,1,DISKOTIK,2018
3209,KABUPATEN CIREBON,1,NIGHT CLUB,2018
3209,KABUPATEN CIREBON,7,KARAOKE/BAR,2018
3209,KABUPATEN CIREBON,5,PANTI PIJAT,2018
3209,KABUPATEN CIREBON,3,Wisata Tirta,2018
3209,KABUPATEN CIREBON,2,Bar,2019
3209,KABUPATEN CIREBON,1,PUB,2019
3209,KABUPATEN CIREBON,1,Museum,2019
3209,KABUPATEN CIREBON,1,Bioskop,2019
3209,KABUPATEN CIREBON,0,Billiard,2019
3209,KABUPATEN CIREBON,1,DISKOTIK,2019
3209,KABUPATEN CIREBON,1,NIGHT CLUB,2019
3209,KABUPATEN CIREBON,7,KARAOKE/BAR,2019
3209,KABUPATEN CIREBON,5,PANTI PIJAT,2019
3209,KABUPATEN CIREBON,7,Wisata Tirta,2019
3209,KABUPATEN CIREBON,2,Bar,2020
3209,KABUPATEN CIREBON,5,PUB,2020
3209,KABUPATEN CIREBON,1,Museum,2020
3209,KABUPATEN CIREBON,1,Bioskop,2020
3209,KABUPATEN CIREBON,0,Billiard,2020
3209,KABUPATEN CIREBON,0,DISKOTIK,2020
3209,KABUPATEN CIREBON,0,NIGHT CLUB,2020
3209,KABUPATEN CIREBON,8,KARAOKE/BAR,2020
3209,KABUPATEN CIREBON,8,PANTI PIJAT,2020
3209,KABUPATEN CIREBON,7,Wisata Tirta,2020
3209,KABUPATEN CIREBON,2,Bar,2021
3209,KABUPATEN CIREBON,5,PUB,2021
3209,KABUPATEN CIREBON,1,Bioskop,2021
3209,KABUPATEN CIREBON,0,Billiard,2021
3209,KABUPATEN CIREBON,0,DISKOTIK,2021
3209,KABUPATEN CIREBON,0,NIGHT CLUB,2021
3209,KABUPATEN CIREBON,8,KARAOKE/BAR,2021
3209,KABUPATEN CIREBON,8,PANTI PIJAT,2021
3209,KABUPATEN CIREBON,4,Wisata Tirta,2021
3210,KABUPATEN MAJALENGKA,0,Bar,2014
3210,KABUPATEN MAJALENGKA,0,PUB,2014
3210,KABUPATEN MAJALENGKA,1,Museum,2014
3210,KABUPATEN MAJALENGKA,0,Bioskop,2014
3210,KABUPATEN MAJALENGKA,7,Billiard,2014
3210,KABUPATEN MAJALENGKA,1,DISKOTIK,2014
3210,KABUPATEN MAJALENGKA,0,NIGHT CLUB,2014
3210,KABUPATEN MAJALENGKA,1,KARAOKE/BAR,2014
3210,KABUPATEN MAJALENGKA,0,PANTI PIJAT,2014
3210,KABUPATEN MAJALENGKA,0,Wisata Tirta,2014
3210,KABUPATEN MAJALENGKA,0,Bar,2015
3210,KABUPATEN MAJALENGKA,0,PUB,2015
3210,KABUPATEN MAJALENGKA,0,Museum,2015
3210,KABUPATEN MAJALENGKA,0,Bioskop,2015
3210,KABUPATEN MAJALENGKA,7,Billiard,2015
3210,KABUPATEN MAJALENGKA,1,DISKOTIK,2015
3210,KABUPATEN MAJALENGKA,0,NIGHT CLUB,2015
3210,KABUPATEN MAJALENGKA,1,KARAOKE/BAR,2015
3210,KABUPATEN MAJALENGKA,0,PANTI PIJAT,2015
3210,KABUPATEN MAJALENGKA,0,Wisata Tirta,2015
3210,KABUPATEN MAJALENGKA,0,Bar,2016
3210,KABUPATEN MAJALENGKA,0,PUB,2016
3210,KABUPATEN MAJALENGKA,1,Museum,2016
3210,KABUPATEN MAJALENGKA,0,Bioskop,2016
3210,KABUPATEN MAJALENGKA,7,Billiard,2016
3210,KABUPATEN MAJALENGKA,1,DISKOTIK,2016
3210,KABUPATEN MAJALENGKA,0,NIGHT CLUB,2016
3210,KABUPATEN MAJALENGKA,1,KARAOKE/BAR,2016
3210,KABUPATEN MAJALENGKA,0,PANTI PIJAT,2016
3210,KABUPATEN MAJALENGKA,0,Wisata Tirta,2016
3210,KABUPATEN MAJALENGKA,0,Bar,2017
3210,KABUPATEN MAJALENGKA,0,PUB,2017
3210,KABUPATEN MAJALENGKA,1,Museum,2017
3210,KABUPATEN MAJALENGKA,0,Bioskop,2017
3210,KABUPATEN MAJALENGKA,7,Billiard,2017
3210,KABUPATEN MAJALENGKA,1,DISKOTIK,2017
3210,KABUPATEN MAJALENGKA,0,NIGHT CLUB,2017
3210,KABUPATEN MAJALENGKA,1,KARAOKE/BAR,2017
3210,KABUPATEN MAJALENGKA,0,PANTI PIJAT,2017
3210,KABUPATEN MAJALENGKA,0,Wisata Tirta,2017
3210,KABUPATEN MAJALENGKA,0,Bar,2018
3210,KABUPATEN MAJALENGKA,0,PUB,2018
3210,KABUPATEN MAJALENGKA,2,Museum,2018
3210,KABUPATEN MAJALENGKA,0,Bioskop,2018
3210,KABUPATEN MAJALENGKA,0,Billiard,2018
3210,KABUPATEN MAJALENGKA,0,DISKOTIK,2018
3210,KABUPATEN MAJALENGKA,0,NIGHT CLUB,2018
3210,KABUPATEN MAJALENGKA,3,KARAOKE/BAR,2018
3210,KABUPATEN MAJALENGKA,2,PANTI PIJAT,2018
3210,KABUPATEN MAJALENGKA,16,Wisata Tirta,2018
3210,KABUPATEN MAJALENGKA,0,Bar,2019
3210,KABUPATEN MAJALENGKA,0,PUB,2019
3210,KABUPATEN MAJALENGKA,2,Museum,2019
3210,KABUPATEN MAJALENGKA,0,Bioskop,2019
3210,KABUPATEN MAJALENGKA,0,Billiard,2019
3210,KABUPATEN MAJALENGKA,0,DISKOTIK,2019
3210,KABUPATEN MAJALENGKA,0,NIGHT CLUB,2019
3210,KABUPATEN MAJALENGKA,3,KARAOKE/BAR,2019
3210,KABUPATEN MAJALENGKA,5,PANTI PIJAT,2019
3210,KABUPATEN MAJALENGKA,16,Wisata Tirta,2019
3210,KABUPATEN MAJALENGKA,0,Bar,2020
3210,KABUPATEN MAJALENGKA,0,PUB,2020
3210,KABUPATEN MAJALENGKA,2,Museum,2020
3210,KABUPATEN MAJALENGKA,0,Bioskop,2020
3210,KABUPATEN MAJALENGKA,0,Billiard,2020
3210,KABUPATEN MAJALENGKA,0,DISKOTIK,2020
3210,KABUPATEN MAJALENGKA,0,NIGHT CLUB,2020
3210,KABUPATEN MAJALENGKA,3,KARAOKE/BAR,2020
3210,KABUPATEN MAJALENGKA,5,PANTI PIJAT,2020
3210,KABUPATEN MAJALENGKA,16,Wisata Tirta,2020
3210,KABUPATEN MAJALENGKA,0,Bar,2021
3210,KABUPATEN MAJALENGKA,0,PUB,2021
3210,KABUPATEN MAJALENGKA,0,Bioskop,2021
3210,KABUPATEN MAJALENGKA,0,Billiard,2021
3210,KABUPATEN MAJALENGKA,0,DISKOTIK,2021
3210,KABUPATEN MAJALENGKA,0,NIGHT CLUB,2021
3210,KABUPATEN MAJALENGKA,3,KARAOKE/BAR,2021
3210,KABUPATEN MAJALENGKA,5,PANTI PIJAT,2021
3210,KABUPATEN MAJALENGKA,16,Wisata Tirta,2021
3211,KABUPATEN SUMEDANG,0,Bar,2014
3211,KABUPATEN SUMEDANG,0,PUB,2014
3211,KABUPATEN SUMEDANG,26,Museum,2014
3211,KABUPATEN SUMEDANG,2,Bioskop,2014
3211,KABUPATEN SUMEDANG,8,Billiard,2014
3211,KABUPATEN SUMEDANG,0,DISKOTIK,2014
3211,KABUPATEN SUMEDANG,0,NIGHT CLUB,2014
3211,KABUPATEN SUMEDANG,0,KARAOKE/BAR,2014
3211,KABUPATEN SUMEDANG,0,PANTI PIJAT,2014
3211,KABUPATEN SUMEDANG,1,Wisata Tirta,2014
3211,KABUPATEN SUMEDANG,0,Bar,2015
3211,KABUPATEN SUMEDANG,0,PUB,2015
3211,KABUPATEN SUMEDANG,0,Museum,2015
3211,KABUPATEN SUMEDANG,2,Bioskop,2015
3211,KABUPATEN SUMEDANG,8,Billiard,2015
3211,KABUPATEN SUMEDANG,0,DISKOTIK,2015
3211,KABUPATEN SUMEDANG,0,NIGHT CLUB,2015
3211,KABUPATEN SUMEDANG,0,KARAOKE/BAR,2015
3211,KABUPATEN SUMEDANG,0,PANTI PIJAT,2015
3211,KABUPATEN SUMEDANG,1,Wisata Tirta,2015
3211,KABUPATEN SUMEDANG,0,Bar,2016
3211,KABUPATEN SUMEDANG,0,PUB,2016
3211,KABUPATEN SUMEDANG,1,Museum,2016
3211,KABUPATEN SUMEDANG,2,Bioskop,2016
3211,KABUPATEN SUMEDANG,8,Billiard,2016
3211,KABUPATEN SUMEDANG,0,DISKOTIK,2016
3211,KABUPATEN SUMEDANG,0,NIGHT CLUB,2016
3211,KABUPATEN SUMEDANG,3,KARAOKE/BAR,2016
3211,KABUPATEN SUMEDANG,0,PANTI PIJAT,2016
3211,KABUPATEN SUMEDANG,1,Wisata Tirta,2016
3211,KABUPATEN SUMEDANG,0,Bar,2017
3211,KABUPATEN SUMEDANG,0,PUB,2017
3211,KABUPATEN SUMEDANG,1,Museum,2017
3211,KABUPATEN SUMEDANG,2,Bioskop,2017
3211,KABUPATEN SUMEDANG,8,Billiard,2017
3211,KABUPATEN SUMEDANG,0,DISKOTIK,2017
3211,KABUPATEN SUMEDANG,0,NIGHT CLUB,2017
3211,KABUPATEN SUMEDANG,3,KARAOKE/BAR,2017
3211,KABUPATEN SUMEDANG,0,PANTI PIJAT,2017
3211,KABUPATEN SUMEDANG,1,Wisata Tirta,2017
3211,KABUPATEN SUMEDANG,0,Bar,2018
3211,KABUPATEN SUMEDANG,0,PUB,2018
3211,KABUPATEN SUMEDANG,0,Museum,2018
3211,KABUPATEN SUMEDANG,0,Bioskop,2018
3211,KABUPATEN SUMEDANG,0,Billiard,2018
3211,KABUPATEN SUMEDANG,0,DISKOTIK,2018
3211,KABUPATEN SUMEDANG,0,NIGHT CLUB,2018
3211,KABUPATEN SUMEDANG,0,KARAOKE/BAR,2018
3211,KABUPATEN SUMEDANG,0,PANTI PIJAT,2018
3211,KABUPATEN SUMEDANG,0,Wisata Tirta,2018
3211,KABUPATEN SUMEDANG,0,Bar,2019
3211,KABUPATEN SUMEDANG,0,PUB,2019
3211,KABUPATEN SUMEDANG,1,Museum,2019
3211,KABUPATEN SUMEDANG,0,Bioskop,2019
3211,KABUPATEN SUMEDANG,0,Billiard,2019
3211,KABUPATEN SUMEDANG,0,DISKOTIK,2019
3211,KABUPATEN SUMEDANG,0,NIGHT CLUB,2019
3211,KABUPATEN SUMEDANG,0,KARAOKE/BAR,2019
3211,KABUPATEN SUMEDANG,0,PANTI PIJAT,2019
3211,KABUPATEN SUMEDANG,0,Wisata Tirta,2019
3211,KABUPATEN SUMEDANG,0,Bar,2020
3211,KABUPATEN SUMEDANG,0,PUB,2020
3211,KABUPATEN SUMEDANG,1,Museum,2020
3211,KABUPATEN SUMEDANG,2,Bioskop,2020
3211,KABUPATEN SUMEDANG,0,Billiard,2020
3211,KABUPATEN SUMEDANG,0,DISKOTIK,2020
3211,KABUPATEN SUMEDANG,0,NIGHT CLUB,2020
3211,KABUPATEN SUMEDANG,7,KARAOKE/BAR,2020
3211,KABUPATEN SUMEDANG,0,PANTI PIJAT,2020
3211,KABUPATEN SUMEDANG,0,Wisata Tirta,2020
3211,KABUPATEN SUMEDANG,0,Bar,2021
3211,KABUPATEN SUMEDANG,0,PUB,2021
3211,KABUPATEN SUMEDANG,2,Bioskop,2021
3211,KABUPATEN SUMEDANG,0,Billiard,2021
3211,KABUPATEN SUMEDANG,0,DISKOTIK,2021
3211,KABUPATEN SUMEDANG,0,NIGHT CLUB,2021
3211,KABUPATEN SUMEDANG,7,KARAOKE/BAR,2021
3211,KABUPATEN SUMEDANG,0,PANTI PIJAT,2021
3211,KABUPATEN SUMEDANG,0,Wisata Tirta,2021
3212,KABUPATEN INDRAMAYU,0,Bar,2014
3212,KABUPATEN INDRAMAYU,0,PUB,2014
3212,KABUPATEN INDRAMAYU,0,Museum,2014
3212,KABUPATEN INDRAMAYU,0,Bioskop,2014
3212,KABUPATEN INDRAMAYU,3,Billiard,2014
3212,KABUPATEN INDRAMAYU,0,DISKOTIK,2014
3212,KABUPATEN INDRAMAYU,0,NIGHT CLUB,2014
3212,KABUPATEN INDRAMAYU,0,KARAOKE/BAR,2014
3212,KABUPATEN INDRAMAYU,0,PANTI PIJAT,2014
3212,KABUPATEN INDRAMAYU,1,Wisata Tirta,2014
3212,KABUPATEN INDRAMAYU,0,Bar,2015
3212,KABUPATEN INDRAMAYU,0,PUB,2015
3212,KABUPATEN INDRAMAYU,0,Museum,2015
3212,KABUPATEN INDRAMAYU,0,Bioskop,2015
3212,KABUPATEN INDRAMAYU,3,Billiard,2015
3212,KABUPATEN INDRAMAYU,0,DISKOTIK,2015
3212,KABUPATEN INDRAMAYU,0,NIGHT CLUB,2015
3212,KABUPATEN INDRAMAYU,0,KARAOKE/BAR,2015
3212,KABUPATEN INDRAMAYU,0,PANTI PIJAT,2015
3212,KABUPATEN INDRAMAYU,1,Wisata Tirta,2015
3212,KABUPATEN INDRAMAYU,0,Bar,2016
3212,KABUPATEN INDRAMAYU,0,PUB,2016
3212,KABUPATEN INDRAMAYU,0,Museum,2016
3212,KABUPATEN INDRAMAYU,0,Bioskop,2016
3212,KABUPATEN INDRAMAYU,3,Billiard,2016
3212,KABUPATEN INDRAMAYU,0,DISKOTIK,2016
3212,KABUPATEN INDRAMAYU,0,NIGHT CLUB,2016
3212,KABUPATEN INDRAMAYU,2,KARAOKE/BAR,2016
3212,KABUPATEN INDRAMAYU,0,PANTI PIJAT,2016
3212,KABUPATEN INDRAMAYU,1,Wisata Tirta,2016
3212,KABUPATEN INDRAMAYU,0,Bar,2017
3212,KABUPATEN INDRAMAYU,0,PUB,2017
3212,KABUPATEN INDRAMAYU,2,Museum,2017
3212,KABUPATEN INDRAMAYU,0,Bioskop,2017
3212,KABUPATEN INDRAMAYU,3,Billiard,2017
3212,KABUPATEN INDRAMAYU,0,DISKOTIK,2017
3212,KABUPATEN INDRAMAYU,0,NIGHT CLUB,2017
3212,KABUPATEN INDRAMAYU,2,KARAOKE/BAR,2017
3212,KABUPATEN INDRAMAYU,0,PANTI PIJAT,2017
3212,KABUPATEN INDRAMAYU,1,Wisata Tirta,2017
3212,KABUPATEN INDRAMAYU,0,Bar,2018
3212,KABUPATEN INDRAMAYU,0,PUB,2018
3212,KABUPATEN INDRAMAYU,1,Museum,2018
3212,KABUPATEN INDRAMAYU,1,Bioskop,2018
3212,KABUPATEN INDRAMAYU,0,Billiard,2018
3212,KABUPATEN INDRAMAYU,0,DISKOTIK,2018
3212,KABUPATEN INDRAMAYU,0,NIGHT CLUB,2018
3212,KABUPATEN INDRAMAYU,8,KARAOKE/BAR,2018
3212,KABUPATEN INDRAMAYU,0,PANTI PIJAT,2018
3212,KABUPATEN INDRAMAYU,2,Wisata Tirta,2018
3212,KABUPATEN INDRAMAYU,0,Bar,2019
3212,KABUPATEN INDRAMAYU,0,PUB,2019
3212,KABUPATEN INDRAMAYU,1,Museum,2019
3212,KABUPATEN INDRAMAYU,0,Bioskop,2019
3212,KABUPATEN INDRAMAYU,0,Billiard,2019
3212,KABUPATEN INDRAMAYU,0,DISKOTIK,2019
3212,KABUPATEN INDRAMAYU,0,NIGHT CLUB,2019
3212,KABUPATEN INDRAMAYU,9,KARAOKE/BAR,2019
3212,KABUPATEN INDRAMAYU,0,PANTI PIJAT,2019
3212,KABUPATEN INDRAMAYU,2,Wisata Tirta,2019
3212,KABUPATEN INDRAMAYU,0,Bar,2020
3212,KABUPATEN INDRAMAYU,0,PUB,2020
3212,KABUPATEN INDRAMAYU,1,Museum,2020
3212,KABUPATEN INDRAMAYU,0,Bioskop,2020
3212,KABUPATEN INDRAMAYU,0,Billiard,2020
3212,KABUPATEN INDRAMAYU,0,DISKOTIK,2020
3212,KABUPATEN INDRAMAYU,0,NIGHT CLUB,2020
3212,KABUPATEN INDRAMAYU,10,KARAOKE/BAR,2020
3212,KABUPATEN INDRAMAYU,0,PANTI PIJAT,2020
3212,KABUPATEN INDRAMAYU,4,Wisata Tirta,2020
